,IS03,Country,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,1801-1900
76,NZL,'New Zealand'New Zealand'New Zealand'New Zealand,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.96,-1,-1,76.2,-1,19.304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.16,20.32,71.12,10.16,-1,152.4,50.8,71.12,47.0,85.0,123.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,474098.9111
77,OMN,'Oman'Oman'Oman'Oman'Oman'Oman,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11300.0,16200.0,17600.0,16700.0,16900.0,18100.0,16600.0,13700.0,13500.0,13400.0,8800.0,4300.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9100.0,16800.0,15000.0,16530.0,21166.0,19684.0,10906.0,13699.0,7828.0,-1,-1,-1,-1,
78,PAK,'Pakistan'Pakistan'Pakistan'Pakistan'Pakistan,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4400.0,3000.0,-1,-1,-1,-1,-1,-1,2500.0,7100.0,17700.0,18700.0,18800.0,18700.0,19600.0,19900.0,20000.0,23900.0,20700.0,17700.0,16000.0,14000.0,10052.0,12538.0,13049.0,
79,PAN,'Panama'Panama,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.624,22.352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147480.0,
80,PER,PeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeruPeru,27767.28,27081.48,34715.704,43064.176,45161.2,44399.2,39217.6,-1,-1,-1,44154.344,34911.792,39014.4,42008.552,54853.84,52460.144,56111.648,47548.8,44297.6,22726.904,24372.824,27676.856,30720.792,33350.2,36576.0,37526.976,35613.848,43963.336,36819.84,35330.384,33405.064,32389.064,31914.592,24591.264,22491.192,18068.544,27957.272,29928.312,32588.2,31177.992,35399.472,38423.088,43401.488,46234.096,48344.328,53616.352,49814.48,181712.616,198042.784,166782.496,177364.136,176436.528,180327.808,199989.44,192659.0,213501.224,199136.0,220225.0,207346.0,219126.0,220000.0,213200.0,165813.0,220269.0,341000.0,366400.0,397000.0,366800.0,327614.0,356300.0,322200.0,364100.0,385000.0,386060.0,406430.0,298332.0,364073.0,323400.0,382277.0,369365.0,374771.0,359400.0,409693.0,485595.0,506498.0,483338.0,536277.0,553924.0,722035.0,842783.0,842578.0,1035574.0,1009898.0,1048472.0,1190274.0,1267867.0,1274725.0,1247184.0,1235345.0,1298761.0,1375641.0,1379626.0,1700817.0,2353859.0,2445585.0,2437035.0,2455440.0,34693.28494
81,PHL,Philippine IslandsPhilippine RepublicPhilippine RepublicPhilippine RepublicPhilippine RepublicPhilippinesPhilippinesPhilippinesPhilippinesPhilippinesPhilippinesPhilippinesPhilippinesPhilippinesPhilippines,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3527.552,7496.048,9258.808,9855.2,-1,-1,-1,-1,-1,2501.392,3352.8,7006.336,10383.52,12705.08,13240.512,12714.224,14347.952,17459.96,26961.592,40379.904,47027.592,49518.824,44008.04,51872.896,54725.824,63682.88,60455.048,62736.984,73753.472,86156.8,110269.528,131064.0,160292.0,197573.0,213695.0,221195.0,225485.0,225775.0,237588.0,272792.0,263425.0,300486.0,304504.0,302328.0,292086.0,271403.0,225216.0,222189.0,217023.0,214103.0,216465.0,196422.0,180459.0,148000.0,123523.0,136258.0,112100.0,102637.0,62297.0,48637.0,45381.0,37631.0,31900.0,20321.0,18365.0,20414.0,15984.0,16320.0,17161.0,22862.0,21235.0,49060.0,58412.0,63835.0,65444.0,90861.0,91922.0,83835.0,83649.0,68156.0,69933.0,71892.0,
82,PNG,'Papua (years ended June 30)'Papua ..'Papua New Guinea'Papua New Guinea'Papua New Guinea'Papua New Guinea'Papua New Guinea'Papua New Guinea'Papua New Guinea'Papua New Guinea'Papua New Guinea'Papua New Guinea,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.032,545.592,1685.544,121.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124000.0,182900.0,184100.0,172477.0,176519.0,182291.0,198603.0,170788.0,146813.0,165420.0,170004.0,183191.0,164447.0,175048.0,178913.0,217699.0,218633.0,201025.0,170211.0,204459.0,193359.0,203945.0,-1,212737.0,186665.0,111515.0,152200.0,187921.0,203061.0,203762.0,211315.0,205500.0,177200.0,192978.0,194355.0,169184.0,159650.0,166669.0,159821.0,130456.0,125348.0,121571.0,75901.0,45185.0,80022.0,105419.0,96287.0,99398.0,474098.9111
83,POL,PolandPolandPolandPolandPolandPolandPolandPolandPolandPolandPolandPolandPoland,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4267.2,4775.2,5486.4,7112.0,7518.4,8026.4,8940.8,10566.4,11684.0,13716.0,13208.0,14427.2,15240.0,15240.0,15240.0,15240.0,45720.0,83000.0,122300.0,135000.0,155000.0,198000.0,230000.0,267000.0,289300.0,318000.0,345000.0,343000.0,294600.0,376000.0,402300.0,431000.0,432000.0,435000.0,438000.0,459000.0,401000.0,370000.0,382000.0,373000.0,382600.0,378000.0,384200.0,421900.0,414737.0,436156.0,463604.0,454100.0,474000.0,502800.0,503544.0,530768.0,511799.0,497200.0,451900.0,429687.0,439000.0,425725.0,426665.0,427064.0,428879.0,421700.0,426196.0,424000.0,419000.0,401300.0,449000.0,
84,PRK,'Korea'Korea'Korea (North)'Korea (North) (c)'Korea (ore)'Korea (smelter) :'Korea Dem. P.R. of'Korea Dem. P.R. of'Korea Dem. P.R. of'Korea Dem. P.R. of'Korea Dem. P.R. of'Korea Dem. P.R. of'Korea Dem. P.R. of'Korea Dem. P.R. of'Korea Dem. P.R. of'Korea Dem. P.R. of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1722.12,-1,-1,538.48,580.136,-1,812.8,914.4,1524.0,2235.2,3657.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5384.8,5994.4,5994.4,8026.4,8026.4,10160.0,12192.0,12192.0,12192.0,12192.0,12192.0,13000.0,13000.0,13000.0,13000.0,13000.0,15000.0,15000.0,15000.0,15000.0,15000.0,12000.0,12000.0,12000.0,10000.0,10000.0,10000.0,10000.0,12000.0,12000.0,12000.0,12000.0,14000.0,12000.0,12000.0,12000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,4600.0,4400.0,6600.0,5500.0,4600.0,8600.0,12600.0,1800.0,-1,2000.0,
85,PRT,PortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugalPortugal,6629.4,4712.208,4606.544,-1,-1,-1,-1,-1,-1,-1,2032.0,2032.0,2032.0,2032.0,-1,-1,4064.0,4064.0,3048.0,2032.0,2032.0,2032.0,2032.0,2032.0,5606.288,6365.24,4080.256,-1,270.256,2032.0,1219.2,2032.0,1625.6,1828.8,2133.6,2540.0,2946.4,2626.36,3010.408,2763.52,748.792,430.784,545.592,967.232,501.904,742.696,719.328,525.272,564.896,521.208,497.84,4364.736,3861.816,3734.816,3662.68,4521.2,4074.16,3762.0,3957.0,1543.0,651.0,568.0,447.0,387.0,331.0,326.0,500.0,3889.0,2849.0,2287.0,2615.0,2706.0,314.0,271.0,203.0,8221.0,98017.0,159841.0,158885.0,152300.0,150483.0,130300.0,129726.0,107774.0,106580.0,114515.0,99472.0,76300.0,82965.0,77227.0,77581.0,95700.0,89541.0,78576.0,90182.0,89026.0,86462.0,74426.0,79686.0,74043.0,77236.0,75433.0,83081.0,74453.0,63812.0,49064.0,41553.0,1350969.147
86,ROU,RomaniaRomaniaRomaniaRomaniaRomaniaRomaniaRomaniaRomaniaRomaniaRomaniaRomaniaRomaniaRomaniaRomaniaRomania,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,219.456,4363.72,-1,188.976,215.392,103.632,143.256,169.672,-1,12.192,23.368,17.272,213.36,254.0,203.2,580.136,728.472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44000.0,41000.0,41000.0,40000.0,40000.0,28000.0,30000.0,30000.0,28000.0,30000.0,30000.0,35000.0,38000.0,40000.0,42900.0,32000.0,27200.0,24700.0,25361.0,25500.0,24520.0,24434.0,22638.0,19065.0,16807.0,16099.0,19185.0,19323.0,23389.0,18767.0,16286.0,12535.0,2213.0,308.0,1200.0,5127.0,6355.0,5902.0,6700.0,7200.0,3600.0,7300.0,7400.0,8722.0,9200.0,
87,RUS,RussiaRussiaRussiaRussiaRussiaRussiaRussiaRussiaRussiaRussiaSoviet UnionSoviet UnionSoviet UnionSoviet UnionSoviet UnionUSSRUSSRUSSRUSSRUSSRUSSRUSSR,42955.464,31927.8,25872.44,20869.656,15994.888,4998.72,-1,-1,-1,-1,5080.0,3251.2,-1,10668.0,13614.4,20218.4,26416.0,34137.6,31089.6,32004.0,32715.2,44094.4,63246.0,83312.0,91440.0,101600.0,144272.0,-1,-1,-1,-1,-1,121920.0,148336.0,161544.0,195072.0,234696.0,255016.0,300736.0,334264.0,345440.0,360680.0,406400.0,431800.0,472440.0,436880.0,436880.0,457200.0,477520.0,508000.0,558800.0,685800.0,711200.0,762000.0,863600.0,863600.0,889000.0,925000.0,990000.0,1050000.0,1100000.0,2300000.0,1130000.0,1100000.0,1140000.0,1150000.0,-1,980000.0,1000000.0,1010000.0,1020000.0,1020000.0,1030000.0,1030000.0,1010000.0,990000.0,950000.0,900000.0,840000.0,680000.0,594000.0,447900.0,525900.0,523000.0,505000.0,500000.0,510000.0,530000.0,540000.0,662100.0,630000.0,700000.0,640000.0,675000.0,690000.0,705000.0,675700.0,702700.0,713100.0,720000.0,720000.0,720000.0,711400.0,702300.0,762300.0,871700.0,813600.0,432977.314
88,SAU,Saudi ArabiaSaudi ArabiaSaudi ArabiaSaudi ArabiaSaudi ArabiaSaudi ArabiaSaudi Arabia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.064,13.208,8.128,10.16,-1,-1,-1,9.144,252.984,67.056,48.768,41.656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000.0,786.0,703.0,782.0,821.0,837.0,1000.0,600.0,800.0,700.0,668.0,730.0,737.0,1465.0,1700.0,1603.0,1954.0,2150.0,3000.0,9000.0,11563.0,27500.0,36279.0,57300.0,67300.0,
89,SCG,Serbia and MontenegroSerbia and Montenegro,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46000.0,31000.0,34600.0,25200.0,23900.0,11600.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
90,SEN,'French West Africa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.296,138.176,97.536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
91,SRB,'Jugoslavia'Jugoslavia'Jugoslavia (estimated)SerbiaSerbiaSerbiaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslavia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6807.2,8142.224,10160.0,10613.136,10363.2,13208.0,20320.0,23368.0,22352.0,18186.4,34036.0,42976.8,41656.0,41656.0,44704.0,49479.2,41656.0,46949.36,-1,-1,-1,-1,20320.0,24384.0,33528.0,41656.0,38608.0,43290.744,35948.112,36968.176,35315.144,32148.272,29117.544,31829.248,33528.0,35233.864,34598.864,33275.016,37906.96,51714.4,62089.792,63180.976,62546.992,62218.824,63148.464,70482.968,81673.192,90808.0,94392.0,103133.0,111797.0,112080.0,114894.0,120130.0,116218.0,123319.0,96000.0,114786.0,110961.0,119299.0,129506.0,137600.0,142479.0,138544.0,130470.0,103523.0,139631.0,140145.0,121842.0,97811.0,68007.0,90800.0,74619.0,69467.0,87404.0,84627.0,62777.0,-1,-1,-1,-1,-1,-1,11100.0,16500.0,17600.0,19400.0,22800.0,26100.0,32200.0,36200.0,33739.0,29827.0,41300.0,44800.0,44100.0,44000.0,
92,SVK,SlovakiaSlovakiaSlovakiaSlovakiaSlovakiaSlovakiaSlovakiaSlovakiaSlovakiaSlovakiaSlovakia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,590.296,-1,-1,-1,-1,1359.408,2338.832,1687.576,67.056,-1,450.088,243.84,346.456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10700.0,8500.0,9300.0,8200.0,8000.0,11500.0,9200.0,9300.0,9800.0,10000.0,10100.0,8500.0,9400.0,9700.0,8000.0,2884.0,1550.0,1000.0,500.0,3000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.0,28.0,31.0,40.0,46.0,58.0,39.0,32.0,21.0,17.0,
93,SVN,'Jugoslavia'Jugoslavia (estimated)YugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslavia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6807.2,8142.224,10160.0,-1,-1,-1,20320.0,23368.0,22352.0,18186.4,34036.0,42976.8,41656.0,41656.0,44704.0,49479.2,41656.0,46949.36,-1,-1,-1,-1,20320.0,24384.0,33528.0,41656.0,38608.0,43290.744,35948.112,36968.176,35315.144,32148.272,29117.544,31829.248,33528.0,35233.864,34598.864,33275.016,37906.96,51714.4,62089.792,63180.976,62546.992,62218.824,63148.464,70482.968,81673.192,90808.0,94392.0,103133.0,111797.0,112080.0,114894.0,120130.0,116218.0,123319.0,96000.0,114786.0,110961.0,119299.0,129506.0,137600.0,142479.0,138544.0,130470.0,103523.0,139631.0,140145.0,121842.0,97811.0,68007.0,90800.0,74619.0,69467.0,87404.0,84627.0,62777.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
94,SWE,SwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSwedenSweden,1175.512,1326.896,2575.56,3203.448,4323.08,4694.936,3218.688,-1,-1,-1,1639.824,1727.2,-1,709.168,783.336,618.744,1127.76,806.704,1016.0,4308.856,6870.192,5061.712,6387.592,8102.6,7173.976,9288.272,9609.328,9489.44,13389.864,18055.336,17830.8,16119.856,14925.04,15360.904,13142.976,14834.616,16272.256,16099.536,14427.2,13770.864,13538.2,13212.064,15670.784,16724.376,18074.64,18554.192,17307.56,17476.216,18185.384,19089.624,17949.672,16188.944,15786.608,15276.576,15284.704,18211.8,25149.048,26283.0,30200.0,30819.0,44819.0,40637.0,40634.0,44860.0,44764.0,47412.0,45800.0,42785.0,51472.0,52682.0,75338.0,85800.0,91867.0,87871.0,86113.0,75032.0,71238.0,74283.0,81650.0,89145.0,88909.0,79384.0,83603.0,71659.0,86610.0,73685.0,71160.0,77765.0,74269.0,71991.0,83143.0,82415.0,87068.0,86746.0,62905.0,57688.0,55414.0,76514.0,82967.0,82422.0,82904.0,79681.0,75125.0,78992.0,104450.0,106142.0,99332.0,108295.0
95,TCD,'French Equatorial Africa'French Equatorial Africa'French Equatorial Africa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,384.048,499.872,235.712,184.912,304.8,152.4,152.4,1524.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
96,TJK,Soviet UnionSoviet UnionSoviet UnionSoviet UnionSoviet UnionTajikistanTurkestanUSSRUSSRUSSRUSSRUSSRUSSRUSSR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.16,-1,-1,-1,-1,-1,-1,-1,-1,32004.0,32715.2,44094.4,63246.0,83312.0,91440.0,101600.0,144272.0,-1,-1,-1,-1,-1,121920.0,148336.0,161544.0,195072.0,234696.0,255016.0,300736.0,334264.0,345440.0,360680.0,406400.0,431800.0,472440.0,436880.0,436880.0,457200.0,477520.0,508000.0,558800.0,685800.0,711200.0,762000.0,863600.0,863600.0,889000.0,925000.0,990000.0,1050000.0,1100000.0,2300000.0,1130000.0,1100000.0,1140000.0,1150000.0,-1,980000.0,1000000.0,1010000.0,1020000.0,1020000.0,1030000.0,1030000.0,1010000.0,990000.0,950000.0,900000.0,840000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1400.0,2500.0,6100.0,8500.0,8500.0,
97,TKM,Soviet UnionSoviet UnionSoviet UnionSoviet UnionSoviet UnionTurkestanUSSRUSSRUSSRUSSRUSSRUSSRUSSR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.16,-1,-1,-1,-1,-1,-1,-1,-1,32004.0,32715.2,44094.4,63246.0,83312.0,91440.0,101600.0,144272.0,-1,-1,-1,-1,-1,121920.0,148336.0,161544.0,195072.0,234696.0,255016.0,300736.0,334264.0,345440.0,360680.0,406400.0,431800.0,472440.0,436880.0,436880.0,457200.0,477520.0,508000.0,558800.0,685800.0,711200.0,762000.0,863600.0,863600.0,889000.0,925000.0,990000.0,1050000.0,1100000.0,2300000.0,1130000.0,1100000.0,1140000.0,1150000.0,-1,980000.0,1000000.0,1010000.0,1020000.0,1020000.0,1030000.0,1030000.0,1010000.0,990000.0,950000.0,900000.0,840000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
98,TUN,Tunis Tunis ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,352.552,165.608,75.184,-1,74.168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
99,TUR,TurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkeyTurkey,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,845.312,-1,13.208,65.024,-1,-1,-1,-1,-1,-1,-1,406.4,2488.184,6736.08,8753.856,10933.176,8257.032,9720.072,10953.496,9847.072,10049.256,10079.736,10978.896,11282.68,11699.24,13095.224,23329.392,27343.608,25212.04,23797.768,24761.952,26218.896,22528.784,23843.488,26011.632,19992.848,25773.888,24788.368,28185.872,28751.784,28938.728,29176.472,31966.408,29948.632,31100.0,30000.0,25000.0,-1,40700.0,27300.0,29323.0,34979.0,27474.0,37959.0,21300.0,32085.0,32789.0,24767.0,29561.0,29860.0,26085.0,31531.0,37746.0,45400.0,39825.0,39422.0,36425.0,39200.0,35000.0,500.0,52200.0,64600.0,73900.0,74700.0,76053.0,56820.0,48217.0,43245.0,49900.0,54100.0,46400.0,81400.0,83000.0,87070.0,79900.0,92500.0,104300.0,120500.0,122000.0,108000.0,100000.0,83000.0,79600.0,73500.0,2931.034483
100,TWN,'Formosa'Formosa'Formosa'Formosa'Formosa'Formosa (b)'Formosa (estimated)'Formosa (ore)'Japan and FormosaTaiwanTaiwanTaiwan,67891.152,72171.56,76719.176,101550.216,108801.408,90131.392,83174.84,66003.424,-1,-1,707.136,226.568,-1,-1,-1,-1,99296.728,-1,-1,3454.4,3962.4,-1,4064.0,4064.0,-1,4064.0,4064.0,4064.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196.088,764.032,856.488,1331.976,1823.72,-1,1544.32,1626.616,2100.072,2232.152,2107.184,1618.488,1738.376,1546.352,1993.392,2242.312,2235.2,2339.848,2500.0,2400.0,1996.0,2400.0,2500.0,1900.0,2000.0,2000.0,800.0,800.0,500.0,500.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
101,TZA,TanganyikaTanganyikaTanganyikaTanzaniaTanzaniaTanzaniaTanzania,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.656,173.736,256.032,492.76,373.888,589.28,1158.24,1068.832,1606.296,1098.296,1274.064,100.584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3600.0,4200.0,3700.0,4300.0,3661.0,3285.0,3276.0,2852.0,2019.0,6400.0,6748.0,5840.0,5740.0,6363.0,16800.0,17400.0,11500.0,10000.0,10000.0,
102,UGA,UgandaUgandaUgandaUgandaUganda,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2930.144,10634.472,11004.296,12134.088,14747.24,13373.608,15576.296,16215.36,18258.536,17139.92,16097.504,14425.168,15599.664,16570.96,16984.0,15731.0,14100.0,14200.0,11500.0,8500.0,7000.0,4000.0,1300.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
